ID,英文詞彙,中文詞彙,更新日期
21379677,running in shot,跑動投籃,
21379678,running surface,跑道表面,
21379679,running the block,跑動阻攔,
21379680,sac fly out,高飛犠牲打出局,
21379681,sacrifice flies allowed(SFA),犧牲飛球得分,
21379682,sacrifice fly(SF),犧牲飛球,
21379683,sacrifice hit(SH),犧牲觸擊,
21379684,sacrifice hits allowed(SHA),犧牲觸擊得分,
21379685,sacrifice out (SAC out),犠牲打出局,
21379686,safe jump,試跳成功,
21379687,safeguarding officer,安保人員,
21379688,safety barrier,安全屏障,
21379689,scoliosis  ,脊柱側彎,
21379690,scoreboard operator,記分板操作員,
21379691,scoring and results office score notification form(CN),評分室成績通知表,
21379692,scoring from 360° ,360°得分,
21379693,scoring protests,計分抗議,
21379694,scoring protests time,計分抗議時間,
21379695,scoring rings,計分環,
21379696,scoring system,得分計算,
21379697,seal,檢驗扣,
21379698,seats,座包,
21379699,second player,第二棒,
21379700,second yellow card,第二次黃牌,
21379701,see you (call),防守者回應{喊},
21379702,semi-press,半場緊逼,
21379703,senior men,成人男子組,
21379704,senior women,成人女子組,
21379705,set shot,原地投籃,
21379706,sex categories,性別分組,
21379707,sheet,冰壺道,
21379708,shift lever  set,變速手把,
21379709,shin splits ,脛骨疼痛,
21379710,shooting angle,射箭角度,
21379711,shooting area,射箭區,
21379712,shooting distance,射擊距離,
21379713,shooting rhythm,射擊節奏,
21379714,shooting station,射擊站,
21379715,shooting table,射擊台,
21379716,short snap shooting,短的快射,
21379717,short track,短跑道,
21379718,short turn ,小回轉,
21379719,shot blocking,阻絕;斷球;抄球 ,
21379720,shot put ring,鉛球區,
21379721,shot put stop board,鉛球抵指板,
21379722,shoting accuracy ,投籃命中率,
21379723,shoting angle ,投籃角度,
21379724,shoulder freeze,肩定,
21379725,shoulder slide,肩滑,
21379726,shouldering,以肩撞人犯規,
21379727,shove-it,轉板,
21379728,shutout(SHO),完封,
21379729,side blinder,遮眼邊罩,
21379730,side boards,側板 ,
21379731,side feed,側邊餵球,
21379732,side line,邊線,
21379733,side shot ,體側射門,
21379734,side slipping,推坡,
21379735,sidearm pass ,側傳,
21379736,sidelines ,邊線 ,
21379737,sight,瞄準器,
21379738,silver medal,銀牌,
21379739,single elimination,單一淘汰制,
21379740,single sled,單人雪橇,
21379741,single-pivot attack,單中鋒進攻,
21379742,sink an opponent,壓沉對方,
21379743,sitting Backhand shot ,直體反手射門,
21379744,sitting pass ,直體傳球,
21379745,sitting position ,直體姿勢,
21379746,sitting shot ,直體射門,
21379747,six forward of fense ,大前鋒進攻,
21379748,ski,雙版滑雪板,
21379749,ski boots,雪靴,
21379750,ski jumping,跳臺滑雪,
21379751,skiathlon,滑雪混合兩項賽,
21379752,skid shot,滑彈,
21379753,slap shooting,拍射,
21379754,sled,雪橇,
21379755,sled pod,座艙座位,
21379756,slides,滑行動作,
21379757,sliding under hall,運球時漏球,
21379758,sling shot ,平掃射門,
21379759,slope,坡道,
21379760,slough ,搶回,
21379761,slugging percentage(SLG),長打率,
21379762,small forward,小前鋒;3號位置球員,
21379763,snaking ,偷浪,
21379764,snap sweep shooting,快速掃射,
21379765,snowboard,單板滑雪；雪板,
21379766,snowplow / wedge,初級刹車形態,
21379767,snowshoe,雪鞋,
21379768,soft release,輕柔出手{冰壺},
21379769,sole arbuter ,唯一仲裁人,
21379770,solo play,單打,
21379771,soloist ,水球運動員,
21379772,soul,靈魂{霹靂舞},
21379773,sound system,播音系統,
21379774,spare trunk ,備用游泳褲,
21379775,special allowance,特殊寬限,
21379776,specification of implements,器材規格,
21379777,spectator stand,觀眾席,
21379778,spica ,穗狀包紮,
21379779,spider,蜘蛛人,
21379780,spin ,向順手方轉體,
21379781,spinning the ball ,旋轉球,
21379782,spirit of curling,冰壺精神,
21379783,splash ,水花,
21379784,spoke,幅條,
21379785,sponsors,贊助者,
21379786,sport information desks,運動資訊中心,
21379787,spotter,海面觀察員,
21379788,sprain ,扭傷,
21379789,sprockets,牙盤；齒盤,
21379790,stadion foot race,運動場內競速跑,
21379791,staggered stance ,交錯站位,
21379792,stainless steel ,不鏽鋼,
21379793,standard oval track,標準橢圓形跑道,
21379794,standard sled,標準雪橇,
21379795,standing back,固定後衛,
21379796,standing long jump,立定跳遠,
21379797,standing play ,不機動的戰術,
21379798,standing shot,直立射門,
21379799,standing throw ,直立擲球,
21379800,start area,起跑區,
21379801,start assistance,起跑輔助,
21379802,start coordinator,起跑部主任,
21379803,start gate,起跑門,
21379804,start handles,起跑把手,
21379805,start height,起跑高度,
21379806,start information system,起跑資訊系統,
21379807,start is clear,起跑準備完成,
21379808,start leader,起點裁判{雪橇},
21379809,start list,輪次表{射擊},
21379810,start numbers,起跑號碼 ,
21379811,start ramp,起跑坡道,
21379812,start room,起跑室,
21379813,starter’s assistants,起跑助理員,
21379814,starting a match  ,開球 ,
21379815,starting lineup,先發陣容,
21379816,static collect,靜態接球;靜態做球,
21379817,static stretching ,靜態伸展,
21379818,stationary position,固定位置,
21379819,stationary screen,定位掩護,
21379820,stationary stone,比賽中靜止的石壺,
21379821,statisticians,紀錄員{田徑},
21379822,stealing the puck,搶球,
21379823,steals(ST),抄截次數,
21379824,steel ,鋼,
21379825,steels,滑行刀片材質,
21379826,steepness,坡度,
21379827,stem,把立；龍頭,
21379828,step back,後撤步,
21379829,step turn,步轉法,
21379830,sticker ,貼紙,
21379831,stickhandling  ,控球能力,
21379832,stolen base(SB),盜壘,
21379833,stone handle,石壺把手,
21379834,stones,石壺,
21379835,stride stop,跨步急停,
21379836,strike out(SO),三振,
21379837,struggle raid,攔截,
21379838,subluxation ,半脫位,
21379839,submission,繳交,
21379840,substitution spots,換人席{替補席},
21379841,sup  raceboard,SUP競速板,
21379842,sup race,SUP競速,
21379843,super tackles,超級防守,
21379844,supercross(BMX),土坡競速賽,
21379845,superficial  ,表淺的,
21379846,support stand ,支撐,
21379847,surfboard design,衝浪板設計,
21379848,surfer,衝浪者,
21379849,suspended player,退場球員,
21379850,swap their pivoting foot,旋轉腳,
21379851,Swedish military multi-sports events ,瑞典軍人多元運動項目,
21379852,sweep shooting,掃射,
21379853,sweeping,刷冰,
21379854,swingman,全能型球員,
21379855,swipe,跳轉,
21379856,swish ,空心命中​,
21379857,switch (call),交換防守{喊},
21379858,switch defense,換防,
21379859,syndesmosis ,韌帶連結,
21379860,syndesmosis sprain ,韌帶連結扭傷,
21379861,synthetic ,合成的,
21379862,table for timekeeper and scorekeeper,計時紀錄台,
21379863,tactical paddling interference(TPI),策略性划水干擾,
21379864,tag,觸擊,
21379865,tag out,觸殺出局,
21379866,tailslide,卡板尾,
21379867,take a charge ,進攻犯規,
21379868,take your position,就射擊位置,
21379869,take-off spot,起跳點,
21379870,takeoff zone,起乘區,
21379871,take-out,一個石壺被另一石壺擊中而出局,
21379872,tandem surfing,雙人衝浪 ,
21379873,target center,靶心,
21379874,target distance,靶距,
21379875,target material,靶面材質,
21379876,target officer ,報靶員,
21379877,target size,靶面尺寸,
21379878,target stand,靶架,
21379879,target stand height,靶架高度,
21379880,target throwing machine,拋靶{泥盤發射}機,
21379881,target track,靶軌,
21379882,targeted testing,標靶測試,
21379883,team officials,運動代表隊職員,
21379884,team ranking,團體排名,
21379885,team sprint competitions,團體衝刺賽,
21379886,team strategy,球隊戰術,
21379887,technical delegates,技術代表,
21379888,technical director,技術總監,
21379889,technical manual,技術手冊,
21379890,technical official,技術官員,
21379891,technique,技巧性,
21379892,tee line,T線；圓心線{冰壺},
21379893,tendinitis  ,肌腱炎,
21379894,the ball out of an opponent's hand,將球從對手手中奪走{合球},
21379895,the first half,上半時,
21379896,the grand final,總決賽,
21379897,The International Luge Regulations for Artificial Track (IRO),國際人工賽道雪橇規則,
21379898,the lap competitors,被超越的運動員,
21379899,the paint ,禁區,
21379900,the second half,下半時,
21379901,the second leg,第二棒運動員,
21379902,thenar eminence ,大魚際肌隆起,
21379903,thinking time,思考時間{冰壺},
21379904,third player,第三棒,
21379905,three point line,三分線,
21379906,throw off,發球,
21379907,throw up ,發球,
21379908,throwing injuryies  ,投擲傷害,
21379909,thrown out,盜壘被出局,
21379910,tie in knock out match,延長賽,
21379911,tie-breaking,同分加賽,
21379912,tight pressing man to Man ,緊迫盯人,
21379913,tight turns,急轉彎,
21379914,timber ,木材,
21379915,time and distance measurement,時間與距離測量,
21379916,time remaining,剩餘時間,
21379917,times on base(TOB),上壘數,
21379918,timing disc system,計時盤系統,
21379919,tip,箭簇{射箭},
21379920,tip- in,撥球入籃,
21379921,tip shot ,輕觸射門,
21379922,tipoff ,比賽開始跳球,
21379923,titanium ,鈦合金主軸的支架,
21379924,T-line weight,T線力道{冰壺},
21379925,to knock down a hundle,撞倒欄架,
21379926,to put out a defender,進攻得分,
21379927,to reach home,到達終點,
21379928,to reach saftly,安全進攻,
21379929,top of the key,罰球線頂部,
21379930,top position ball toss lifting ,水面起球,
21379931,toprock,搖滾步,
21379932,toss up lift ,挑高起球,
21379933,toss up shot ,挑高射門,
21379934,total bases(TB),壘打數,
21379935,total climb(TC),總爬升,
21379936,total weigh(TW),參賽總重量,
21379937,touch board ,球門裝置,
21379938,touch or hold the post,觸碰或握住球柱,
21379939,tough shot ,艱難進球,
21379940,track kerb ,跑道內緣,
21379941,track refrigeration system,賽道製冷系統,
21379942,track surface,田徑場表面,
21379943,traction pad,腳踏墊,
21379944,traditional pentathlon,傳統五項,
21379945,traffic yellow,交通黃,
21379946,trail running,路徑賽事,
21379947,training area ,訓練區域,
21379948,training areas,練習場地,
21379949,training field,訓練場,
21379950,training for one goal ,半場比賽,
21379951,training for two goals ,全場比賽,
21379952,training venue,練習設施,
21379953,transitions,連接動作,
21379954,transponder timing judges,計時裁判,
21379955,transponder timing system,計時系統,
21379956,trap pit,不定向飛靶靶溝,
21379957,travel arrangements,交通安排,
21379958,triple threat,三重威脅,
21379959,triples allowed(3B),三壘安打,
21379960,truck,滑板結構的橋,
21379961,truckbolts,橋釘{滑板},
21379962,turn and shoot,轉身投籃,
21379963,turn shot,轉身投籃,
21379964,turnaround jump shot,轉身跳投,
21379965,turning techniques,轉彎技巧,
21379966,turnovers(TO),失誤次數,
21379967,two skate double poling,雙蹬冰雙杖推撐滑行,
21379968,two-step,大老鷹,
21379969,UIPM PWR,選手國際正式排名 ,
21379970,ultra running,超級馬拉松,
21379971,ultramarathon,超級馬拉松,
21379972,under review,審查中,
21379973,Union Internationale de Pentathlon Moderne(UIPM),國際現代五項總會,
21379974,unofficial training,非正式練習,
21379975,unqualified athlete,未達標運動員,
21379976,unreasonable delay,無故延誤,
21379977,unsporting and improper conduct,違反運動家精神行為,
21379978,unsportsmanlike,缺乏運動家精神,
21379979,usage statistics,使用紀錄,
21379980,vagus ,外翻,
21379981,varial,轉板,
21379982,varial flip,倒尖翻,
21379983,variety,變化性,
21379984,varus,內翻,
21379985,v-brake,V型刹車,
21379986,veer shot,轉身投籃,
21379987,verbal protest,口頭抗議,
21379988,verbal protests,口頭抗議,
21379989,veteran,資深球員,
21379990,vice-skip,副隊長,
21379991,victory ceremony,頒獎典禮,
21379992,video officiating replay system,影像輔助判決系統,
21379993,video referee,影像輔助裁判,
21379994,violation judgment,違規判定,
21379995,virtual area,邊區,
21379996,warm-up facility,熱身場館,
21379997,water jump barrier,水坑障礙物,
21379998,water jump hurdle,水坑欄架,
21379999,water patrol,水上巡邏,
21380000,water photographer,水中攝影師,
21380001,water start,水中開始,
21380002,wave count,計浪數,
21380003,wave height,浪高,
21380004,wax ,滑板臘,
21380005,weak side attack ,弱翼攻擊,
21380006,weight,投壺力道{冰壺},
21380007,wetsuit top,半身防寒衣,
21380008,wheelchair line,輪椅線,
21380009,wild pitch(WP),爆投,
21380010,win(W),勝投{棒壘球},
21380011,wind effect,風速影響,
21380012,wind flag,風向旗,
21380013,wind sock,風標,
21380014,windage adjustment,風偏修正,
21380015,windmills,風車,
21380016,witch,反腳正滑,
21380017,World Athletics Series,世界田徑總會系列賽,
21380018,World Athletics U20 Championships,U20-世界田徑錦標賽,
21380019,World Curling Federation,世界冰石壺總會,
21380020,World DanceSport Federation(WDSF),世界運動舞蹈總會,
21380021,World Junior Curling Championships(WJCC),世界青年冰壺錦標賽,
21380022,World Junior-B Curling Championships (WJBCC),世界青年-Ｂ冰壺錦標賽{外卡資格賽},
21380023,World Kabaddi Federation(WKF),國際卡巴廸總會,
21380024,World Men Curling Championships(WMCC),世界男子冰壺錦標賽,
21380025,World Mixed Doubles Curling Championship (WMDCC),世界混合雙人冰壺錦標賽,
21380026,World Senior Curling Championships(WSCC},世界高齡冰壺錦標賽,
21380027,World Wheelchair Curling Championship (WWhCC),世界輪椅冰壺錦標賽,
21380028,World Wheelchair-B Curling Championship(WWhBCC),世界輪椅-Ｂ冰壺錦標賽{外卡資格賽},
